,bearing,consist,course,headsign,latitude,longitude,lowFloor,route,vehicleId
397,0.0,,07807,"Židenice, nádraží",49.20421,16.69414,,78,7076
398,168.0,,06903,Ukrajinská,49.17363,16.58374,True,69,7077
399,337.0,,05503,"Židenice, nádraží",49.19878,16.64569,True,55,7078
400,22.0,,07825,"Slatina, závod",49.21309,16.67603,True,78,7079
401,45.0,,06709,Avion Shopping park,49.21868,16.57418,True,67,7080
402,180.0,,07801,"Modřice, Olympia",49.1839,16.69183,True,78,7081
403,281.0,,04913,Úzká,49.18952,16.61474,True,49,7082
404,326.0,,04917,Úzká,49.164,16.61824,True,49,7083
405,180.0,,07511,"Obřany, sídliště",49.18376,16.67234,True,75,7084
406,292.0,,06701,Jundrov,49.1587,16.62798,True,67,7085
407,112.0,,04919,Úzká,49.14431,16.62082,True,49,7086
408,247.0,,05209,Mendlovo náměstí,49.21651,16.49321,True,52,7087
409,337.0,,06409,Červený písek,49.20317,16.64225,True,64,7088
410,101.0,,05205,Mendlovo náměstí,49.1907,16.54206,True,52,7089
411,180.0,,06411,Komárov,49.20483,16.6414,True,64,7090
412,0.0,,06703,Avion Shopping park,49.15368,16.62896,True,67,7091
413,202.0,,05501,"Židenice, nádraží",49.20454,16.6795,True,55,7092
414,180.0,,07501,"Slatina, nádraží",49.21521,16.64391,True,75,7093
415,101.0,,04909,Úzká,49.1768,16.62824,True,49,7094
416,191.0,,04903,"Modřice, Olympia",49.13695,16.61605,True,49,7095
417,213.0,,04915,Úzká,49.13953,16.63378,True,49,7097
418,,,05703,"Soběšice, Klarisky",49.22049,16.62971,True,57,7100
419,191.0,,60098,Stará osada,49.21553,16.62665,,84,7446
420,247.0,,05202,ZOO,49.1907,16.59318,,52,7448
421,213.0,,05706,Tomkovo náměstí,49.23199,16.61926,,57,7449
422,11.0,,05608,Nemocnice Bohunice,49.23221,16.5771,,796,7450
423,348.0,,07002,Ořešín,49.24303,16.58839,,70,7451
424,67.0,,1404604,Zemědělská,49.23382,16.62566,,46,7452
425,157.0,,05606,Nemocnice Bohunice,49.22464,16.60032,,796,7453
426,101.0,,06710,Avion Shopping park,49.21187,16.55063,,67,7454
427,337.0,,1405212,Technologický park,49.19643,16.56779,,796,7455
428,292.0,,04602,Haškova,49.221,16.62489,,46,7456
429,146.0,,1407004,Ořešín,49.23295,16.59308,,70,7457
430,67.0,,06708,Zvonařka,49.21611,16.60249,,67,7459
431,236.0,,04308,"Soběšice, Klarisky",49.23089,16.59568,,43,7461
432,45.0,,07702,"Šlapanice, Evropská",49.18903,16.6139,,77,7462
433,225.0,,05216,Kamechy,49.2184,16.51903,,54,7463
434,11.0,,04208,Globus,49.23526,16.58752,,42,7464
435,348.0,,05220,ZOO,49.21612,16.4932,,52,7465
436,90.0,,04110,"Královo Pole, nádraží",49.23556,16.58598,,41,7467
437,236.0,,05222,ZOO,49.19324,16.5477,,52,7469
438,213.0,,07008,"Královo Pole, nádraží",49.26152,16.59479,,70,7470
439,67.0,,04306,"Soběšice, Klarisky",49.22696,16.59936,,43,7471
440,22.0,,05204,ZOO,49.19048,16.59232,,52,7472
441,337.0,,04108,Lelekovice,49.27525,16.56758,,41,7473
442,33.0,,05710,Haškova,49.23237,16.61995,,57,7474
443,78.0,,06506,"Řečkovice, nádraží",49.25151,16.58902,True,65,7508
444,337.0,,08004,Klusáčkova,49.20241,16.5813,True,80,7511
445,292.0,,08002,Myslivna,49.19405,16.56976,True,68,7512
446,292.0,,06502,"Řečkovice, nádraží",49.23607,16.58421,True,65,7514
447,348.0,,06504,"Řečkovice, nádraží",49.23182,16.57688,True,65,7631
448,33.0,,06702,Jundrov,49.18721,16.61806,True,67,7633
449,157.0,,05402,ZOO,49.22761,16.53411,True,302,7634
450,202.0,,07821,"Modřice, Olympia",49.14502,16.66539,True,78,7637
451,270.0,,08203,Valašská,49.17212,16.56684,True,82,7645
452,225.0,,08006,Náměstí Míru,49.21083,16.59347,True,80,7646
453,240.0,,07006,"Královo Pole, nádraží",49.251,16.58189,True,42,7647
454,22.0,,04304,"Soběšice, Klarisky",49.25671,16.62255,True,43,7649
455,236.0,,06712,Jundrov,49.22087,16.58333,True,67,7650
456,258.0,,07503,"Obřany, sídliště",49.18303,16.67282,True,75,7651
457,90.0,,07819,"Židenice, nádraží",49.1423,16.63267,True,78,7653
458,45.0,,07811,"Židenice, nádraží",49.17535,16.68618,True,78,7655
459,67.0,,04609,Lesnická,49.23371,16.6244,True,46,7657
460,67.0,,05511,Mariánské údolí,49.20187,16.67132,True,55,7658
461,,,07827,"Židenice, nádraží",49.20227,16.6359,True,78,7659
462,303.0,,05509,"Židenice, nádraží",49.20876,16.68828,True,55,7660
463,22.0,,07823,"Židenice, nádraží",49.16814,16.67841,True,795,7661
464,,,06716,Jundrov,49.18009,16.62163,True,67,7664
465,326.0,,05210,Mendlovo náměstí,49.20488,16.48704,True,52,7665
466,191.0,,06714,Jundrov,49.21793,16.60798,True,67,7666
467,22.0,,05505,Mariánské údolí,49.20229,16.64201,True,55,7667
468,247.0,,07515,Vozovna Slatina,49.24453,16.66368,True,75,7669
469,,,05601,Technologický park,49.17619,16.56458,True,796,7670
470,135.0,,07815,"Židenice, nádraží",49.13928,16.63433,True,78,7671
471,19.0,,05714,Útěchov,49.23651,16.6276,True,57,7801
472,206.0,,04106,"Královo Pole, nádraží",49.26437,16.56504,True,41,7803
473,348.0,,05716,Tomkovo náměstí,49.21412,16.63568,True,57,7804
474,,,05712,Tomkovo náměstí,49.28849,16.63054,True,57,7805
475,56.0,,05708,Tomkovo náměstí,49.31028,16.61329,True,57,7808
476,348.0,,05214,Kamechy,49.22794,16.53147,True,54,7810
477,,,04102,"Kuřim, železniční stanice",0.0,1.666667e-07,True,71,7811
478,213.0,,05206,Mendlovo náměstí,49.19091,16.59186,True,52,7812
479,348.0,,04104,"Královo Pole, nádraží",49.26293,16.57842,True,41,7813
480,213.0,,05218,Mendlovo náměstí,49.22193,16.52946,True,52,7814
481,123.0,,05208,ZOO,49.22181,16.5236,True,52,7815
482,168.0,,1404302,"Královo Pole, nádraží",49.231,16.60353,True,43,7820
483,67.0,,05224,ZOO,49.22056,16.50304,True,54,7822
484,281.0,,04206,Globus,49.26291,16.57962,True,42,7824
